i9_health,i1_health,i2_health,i7a_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_11,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,weight,age,household_size,household_children,employment_status,gender_Female,gender_Male
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,9.0,3.5751572360000003,20.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.939042921,72.0,0.0,0.0,0.0,1.0,0.0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,0.7832353559999999,37.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,0.8262191990000001,24.0,1.0,1.0,0.0,0.0,1.0
1.0,5.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,30.0,0.695676759,25.0,1.0,1.0,1.0,1.0,0.0
0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,0.7139414059999999,20.0,0.0,1.0,0.0,1.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,1.13617654,25.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,8.0,1.340409897,33.0,1.0,1.0,0.0,1.0,0.0
0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,0.892745438,26.0,0.0,1.0,1.0,1.0,0.0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,0.8262191990000001,26.0,1.0,0.0,1.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,11.0,0.546624782,27.0,1.0,1.0,0.0,1.0,0.0
1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.340409897,36.0,1.0,1.0,0.0,1.0,0.0
1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,10.0,1.228058133,29.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,1.08046162,21.0,1.0,1.0,1.0,1.0,0.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,12.0,0.9780422759999999,34.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.7139414059999999,19.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,3.0,2.0,4.0,5.0,0.546624782,26.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,0.6491978979999999,28.0,1.0,0.0,0.0,0.0,1.0
0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,7.0,1.8335425440000002,24.0,1.0,1.0,0.0,1.0,0.0
1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,0.752735061,18.0,1.0,1.0,0.0,1.0,0.0
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,5.0,0.546624782,27.0,1.0,0.0,0.0,1.0,0.0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,10.0,0.695676759,18.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,2.238581118,71.0,0.0,0.0,0.0,0.0,1.0
1.0,5.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,5.0,5.0,20.0,0.752735061,20.0,1.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,5.0,5.0,10.0,7.471723848,35.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,15.0,1.275660437,51.0,0.0,0.0,1.0,1.0,0.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,30.0,0.892745438,26.0,1.0,1.0,1.0,1.0,0.0
1.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,0.956043022,25.0,1.0,1.0,1.0,1.0,0.0
1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,12.0,0.9975453259999999,49.0,1.0,1.0,0.0,1.0,0.0
0.0,12.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,12.0,0.7143164809999999,57.0,0.0,0.0,1.0,1.0,0.0
1.0,3.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,20.0,1.074807232,37.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,0.724402283,64.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,8.0,0.546911956,50.0,1.0,1.0,0.0,1.0,0.0
1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,12.0,0.719982337,49.0,1.0,0.0,1.0,0.0,1.0
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,15.0,0.946134901,53.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,5.0,4.0,1.889891456,72.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.623728928,40.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,4.0,3.0,1.197769384,68.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,6.0,1.150266135,53.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,10.0,1.099768115,62.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,10.0,1.016763157,74.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,0.719982337,60.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,15.0,0.941141729,70.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,3.0,5.0,15.0,0.7690793909999999,63.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,10.0,0.721596804,34.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,10.0,0.953209436,66.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,20.0,0.866594531,35.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,120.0,1.150266135,62.0,0.0,0.0,0.0,1.0,0.0
1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,6.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,1.063074459,47.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,0.946134901,61.0,0.0,0.0,0.0,1.0,0.0
1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,20.0,0.8955337720000001,72.0,0.0,1.0,0.0,1.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0.940362053,63.0,1.0,0.0,0.0,0.0,1.0
0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.991458796,55.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,36.0,0.7143164809999999,60.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,5.0,4.0,25.0,0.724402283,59.0,0.0,0.0,1.0,1.0,0.0
1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,20.0,0.9975453259999999,48.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,10.0,1.099768115,59.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,5.0,0.9163049240000001,64.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,5.0,0.833667363,45.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,10.0,0.946134901,53.0,0.0,1.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,30.0,1.102894883,39.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,0.9163049240000001,51.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,10.0,0.546911956,55.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,12.0,0.753130517,59.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,0.8955337720000001,65.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,7.0,0.8493807090000001,70.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,5.0,0.65032304,81.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,5.0,4.0,8.0,0.8955337720000001,82.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,10.0,0.9802685440000001,23.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,10.0,0.7143164809999999,59.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,5.0,20.0,0.729818857,76.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.7925351270000001,27.0,1.0,1.0,1.0,0.0,1.0
1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,7.0,1.088844979,46.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.158505347,31.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,30.0,1.070689127,44.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,5.0,15.0,0.8493807090000001,72.0,1.0,0.0,0.0,1.0,0.0
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.6984578929999999,39.0,1.0,1.0,1.0,0.0,1.0
1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,0.623728928,44.0,1.0,1.0,1.0,0.0,1.0
1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,0.858912087,39.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,10.0,0.9802685440000001,23.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,4.0,5.0,10.0,0.729818857,75.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,5.0,10.0,0.814646394,42.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,20.0,1.005004273,74.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,0.770241455,29.0,1.0,1.0,1.0,1.0,0.0
1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,8.0,0.858912087,37.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,10.0,1.229363933,29.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,7.0,0.5019712129999999,61.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1.036161403,25.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,20.0,0.893687455,37.0,1.0,1.0,1.0,1.0,0.0
1.0,2.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,4.0,9.0,0.7338828540000001,54.0,1.0,0.0,1.0,1.0,0.0
0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,4.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,6.0,0.6562869889999999,55.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,4.0,15.0,0.7294433990000001,60.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0.7690793909999999,63.0,1.0,1.0,0.0,0.0,1.0
0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,1.0,5.0,2.0,1.0,4.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,25.0,0.7807810270000001,33.0,1.0,1.0,0.0,1.0,0.0
1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,9.0,0.578795509,31.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,6.0,0.731570886,63.0,1.0,0.0,1.0,0.0,1.0
1.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,0.7832353559999999,35.0,1.0,1.0,0.0,1.0,0.0
1.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,5.0,8.0,0.793330513,28.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,1.197769384,78.0,1.0,0.0,0.0,1.0,0.0
