i9_health,i1_health,i2_health,i7a_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_11,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,weight,age,household_size,household_children,employment_status,gender_Female,gender_Male
0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.288405708,32.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,8.0,1.090125011,47.0,0.0,1.0,1.0,1.0,0.0
0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,6.0,1.393386707,31.0,1.0,1.0,1.0,0.0,1.0
1.0,7.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,5.0,0.8895177959999999,68.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,27.0,1.3648518,32.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,5.0,5.0,4.0,20.0,0.919876535,51.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,1.007992455,45.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,5.0,4.0,10.0,0.845273115,70.0,0.0,0.0,0.0,1.0,0.0
0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,1.193048578,18.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,5.0,5.0,0.845273115,73.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,5.0,12.0,0.862945209,68.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,50.0,0.7979289079999999,69.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,1.007992455,53.0,0.0,0.0,1.0,1.0,0.0
0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.07930235,33.0,1.0,0.0,1.0,1.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.378537796,48.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,1.0188500390000002,34.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,1.0,2.0,5.0,5.0,9.0,0.7979289079999999,58.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,0.862945209,74.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,3.0,5.0,6.0,1.3870902680000001,36.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,8.0,0.862945209,59.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,20.0,0.7979289079999999,64.0,0.0,1.0,0.0,1.0,0.0
1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,20.0,0.7979289079999999,61.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,1.3870902680000001,39.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,0.7979289079999999,59.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,5.0,4.0,1.0,2.0,5.0,5.0,20.0,1.393386707,32.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,6.0,0.862945209,65.0,0.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0188500390000002,28.0,1.0,0.0,0.0,1.0,0.0
0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,1.3648518,31.0,1.0,1.0,0.0,0.0,1.0
1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,15.0,0.7979289079999999,65.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,0.862945209,73.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,10.0,0.862945209,67.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,3.0,6.0,0.845273115,56.0,0.0,0.0,1.0,1.0,0.0
0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,2.0,1.3503069769999998,50.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,5.0,5.0,1.288405708,33.0,0.0,0.0,1.0,0.0,1.0
0.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.07930235,33.0,0.0,1.0,1.0,1.0,0.0
0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,10.0,0.7979289079999999,60.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,20.0,0.862945209,65.0,0.0,0.0,0.0,1.0,0.0
1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,15.0,1.193048578,18.0,1.0,1.0,1.0,0.0,1.0
1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,1.290259751,23.0,0.0,1.0,1.0,0.0,1.0
1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,10.0,1.07930235,25.0,0.0,1.0,1.0,1.0,0.0
1.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,10.0,0.7979289079999999,82.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,3.0,0.7979289079999999,56.0,0.0,0.0,0.0,1.0,0.0
0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.288405708,25.0,1.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,15.0,1.3093985879999999,38.0,1.0,1.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,15.0,1.067800544,53.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,6.0,1.288405708,25.0,0.0,1.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,0.862945209,75.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,12.0,0.8895177959999999,56.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,6.0,1.090125011,53.0,1.0,0.0,0.0,1.0,0.0
1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,5.0,10.0,0.7979289079999999,60.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,6.0,1.0188500390000002,34.0,0.0,0.0,1.0,1.0,0.0
1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,10.0,1.07930235,30.0,1.0,0.0,1.0,1.0,0.0
0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,1.288405708,30.0,1.0,1.0,1.0,0.0,1.0
1.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,14.0,0.859598203,50.0,1.0,0.0,1.0,1.0,0.0
1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,3.0,8.0,1.0090357970000001,59.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,0.845273115,64.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,6.0,1.116632042,36.0,1.0,1.0,1.0,0.0,1.0
0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,3.0,3.0,0.860487947,62.0,0.0,0.0,1.0,0.0,1.0
1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,6.0,1.0090357970000001,67.0,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,15.0,0.860487947,71.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,8.0,1.116632042,44.0,1.0,1.0,1.0,0.0,1.0
1.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,0.860487947,60.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,15.0,1.116632042,43.0,1.0,0.0,1.0,0.0,1.0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,6.0,0.859598203,45.0,0.0,0.0,1.0,1.0,0.0
1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,8.0,0.860487947,70.0,0.0,0.0,0.0,0.0,1.0
0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,10.0,1.0090357970000001,76.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,200.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,6.0,1.068905791,71.0,0.0,0.0,1.0,0.0,1.0
1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,3.0,4.0,7.0,0.9434431879999999,20.0,1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,8.0,1.288405708,30.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,4.0,3.0,5.0,2.0,0.860487947,65.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,4.0,7.0,1.017410804,24.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,6.0,0.860487947,69.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,6.0,0.860487947,62.0,1.0,0.0,0.0,0.0,1.0
0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,15.0,0.8895177959999999,59.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,6.0,1.135796976,27.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,5.0,4.0,4.0,6.0,0.8895177959999999,73.0,0.0,0.0,0.0,1.0,0.0
0.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,0.8045517259999999,22.0,0.0,1.0,0.0,1.0,0.0
0.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0090357970000001,72.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,15.0,0.845273115,71.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,3.0,0.680459712,70.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,2.0,4.0,2.0,1.1248562229999999,63.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,3.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,107.0,0.680459712,61.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,15.0,1.007992455,53.0,0.0,0.0,0.0,1.0,0.0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,0.7979289079999999,65.0,1.0,1.0,0.0,1.0,0.0
0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,4.0,20.0,1.0090357970000001,55.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0,0.7979289079999999,65.0,0.0,0.0,1.0,1.0,0.0
0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.098729684,25.0,0.0,0.0,1.0,0.0,1.0
1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,0.860487947,68.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,0.860487947,68.0,1.0,0.0,0.0,0.0,1.0
1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,4.0,10.0,0.680459712,56.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,3.0,6.0,0.860487947,61.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,8.0,0.860487947,61.0,0.0,0.0,0.0,0.0,1.0
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,40.0,0.862945209,59.0,1.0,1.0,1.0,1.0,0.0
1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,0.680459712,81.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,5.0,5.0,1.0090357970000001,67.0,0.0,0.0,0.0,0.0,1.0
1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,20.0,1.035450862,36.0,1.0,1.0,0.0,1.0,0.0
1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,5.0,5.0,80.0,1.007992455,50.0,0.0,1.0,1.0,1.0,0.0
1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,5.0,10.0,0.845273115,65.0,0.0,1.0,0.0,1.0,0.0
1.0,2.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,1.090125011,48.0,1.0,1.0,1.0,1.0,0.0
